Awaiting Acknowledgement,Awaiting Appeal,Awaiting Response,Completed,Fix Required,In Litigation,No Responsive Documents,Partially Completed,Payment Required,Processing,Rejected,Withdrawn,Total Number of Requests
4.918,0.0,3.4513,42.7955,9.1458,0.2588,20.7075,1.2079,5.6946,0.0,6.7299,5.0906,1159
0.0,0.0,5.4545,45.4545,5.4545,0.0,21.8182,0.0,3.6364,0.0,14.5455,3.6364,55
0.0,0.0,1.1628,41.8605,9.3023,1.1628,19.7674,0.0,17.4419,0.0,3.4884,5.814,86
0.0,0.0,5.0584,61.0895,3.8911,0.0,16.3424,0.0,0.0,0.0,9.7276,3.8911,257
0.0,1.0526,10.5263,27.3684,5.9649,0.0,24.2105,1.4035,0.3509,0.0,16.1404,12.9825,285
6.8323,0.0,4.3478,42.236,4.3478,0.0,21.118,1.2422,1.8634,0.0,7.4534,10.559,161
0.0,0.0,10.7692,33.8462,21.0256,0.0,17.9487,4.1026,0.5128,0.0,1.5385,10.2564,195
0.0,0.0,36.2069,25.8621,10.3448,0.0,17.2414,0.0,0.0,0.0,1.7241,8.6207,58
1.3986,0.0,7.6923,36.3636,11.8881,0.0,23.7762,1.3986,2.7972,0.0,11.8881,2.7972,143
7.9812,0.4695,19.2488,26.2911,13.615,0.0,19.7183,0.939,0.4695,0.0,7.0423,4.2254,213
8.6478,1.5723,10.8491,24.3711,15.2516,0.0,11.3208,0.6289,0.3145,0.0,12.4214,14.6226,636
0.0,1.1628,17.4419,38.3721,10.4651,0.0,9.3023,2.3256,0.0,0.0,13.9535,6.9767,86
2.1127,2.8169,12.6761,31.6901,5.6338,0.0,23.2394,1.4085,0.0,0.0,11.2676,9.1549,142
0.0,0.0,19.5876,32.9897,27.8351,0.0,9.2784,1.0309,0.0,0.0,1.0309,8.2474,97
0.0,0.0,0.0,41.3333,10.6667,0.0,21.3333,0.0,0.0,0.0,9.3333,17.3333,75
1.8293,0.6098,1.8293,57.3171,4.2683,0.0,27.439,4.2683,0.0,0.0,1.2195,1.2195,164
0.0,0.0,3.0303,60.6061,4.5455,0.0,27.2727,0.0,0.0,0.0,1.5152,3.0303,66
6.7708,1.5625,17.1875,18.2292,16.6667,0.0,15.625,0.5208,0.5208,0.0,10.4167,12.5,192
1.5625,0.0,7.8125,12.5,10.9375,0.0,37.5,0.0,3.125,0.0,9.375,17.1875,64
0.0,1.0714,7.1429,59.6429,2.1429,0.0,13.9286,0.3571,0.3571,0.0,12.8571,2.5,280
1.5873,1.5873,25.3968,14.2857,12.6984,0.0,15.873,0.0,0.0,0.0,20.6349,7.9365,63
1.6393,1.6393,11.4754,11.4754,3.2787,0.0,39.3443,0.0,0.0,0.0,24.5902,6.5574,61
0.8264,0.0,26.4463,34.7107,1.6529,0.0,21.4876,2.4793,0.8264,0.0,7.438,4.1322,121
1.3072,1.3072,27.451,16.3399,12.4183,0.0,27.451,0.6536,0.0,0.0,6.5359,6.5359,153
0.0,2.1505,12.9032,35.4839,3.2258,0.0,19.3548,0.0,0.0,0.0,18.2796,8.6022,93
2.9762,2.381,11.9048,36.3095,7.7381,0.0,23.8095,0.0,0.0,0.0,10.119,4.7619,168
16.8067,1.6807,4.2017,34.4538,7.563,0.0,22.6891,0.8403,0.0,0.0,5.042,6.7227,119
9.589,0.0,4.1096,30.137,6.8493,0.0,26.0274,2.7397,6.8493,0.0,4.1096,9.589,73
2.3529,1.1765,5.8824,42.9412,6.4706,0.5882,20.5882,0.5882,0.5882,0.0,12.3529,6.4706,170
0.0,0.0,0.0,42.1053,3.5088,0.0,22.807,3.5088,1.7544,0.0,21.0526,5.2632,57
2.5271,0.361,11.9134,48.3755,6.4982,0.0,20.9386,0.722,1.444,0.0,1.083,6.1372,277
0.6135,1.8405,13.4969,26.9939,15.3374,0.0,9.816,0.6135,0.0,0.0,20.2454,11.0429,163
0.8621,0.8621,18.1034,41.3793,13.7931,0.0,12.931,2.5862,0.0,0.0,1.7241,7.7586,116
8.0645,0.0,8.0645,37.0968,1.6129,0.0,20.9677,0.0,0.0,0.0,9.6774,14.5161,62
9.0278,2.0833,9.7222,22.4537,3.7037,0.0,25.6944,0.9259,1.6204,0.0,14.1204,10.6481,432
0.0,0.0,0.0,60.0,6.0,0.0,14.0,4.0,0.0,0.0,16.0,0.0,50
0.3876,0.3876,10.0775,48.4496,3.1008,0.0,15.5039,1.938,0.3876,0.0,8.1395,11.6279,258
0.0,3.5714,28.5714,19.6429,7.1429,0.0,19.6429,0.0,0.0,0.0,12.5,8.9286,56
5.1613,2.5806,3.2258,41.2903,12.2581,0.0,16.129,3.2258,0.0,0.0,6.4516,9.6774,155
0.0152,1.5011,16.5277,22.3654,3.351,0.091,37.1797,0.8643,0.8795,0.0152,13.8135,3.3965,6595
0.9238,0.2309,7.3903,54.9654,1.8476,0.0,23.5566,0.2309,1.3857,0.0,3.9261,5.5427,433
1.2658,0.0,15.1899,40.5063,10.1266,0.0,22.7848,1.2658,0.0,0.0,6.3291,2.5316,79
3.7618,0.0,0.9404,63.9498,1.8809,0.0,16.9279,0.627,0.0,0.0,8.4639,3.4483,319
0.0,1.1858,5.9289,40.7115,15.8103,0.0,16.996,0.7905,0.7905,0.0,11.4625,6.3241,253
0.0,1.6667,5.8333,45.8333,15.0,0.0,20.0,0.8333,0.0,0.0,5.0,5.8333,120
0.0,1.7544,3.5088,29.8246,1.7544,0.0,50.8772,0.0,0.0,0.0,7.0175,5.2632,57
0.2193,0.8772,22.807,33.114,10.0877,0.2193,14.0351,0.4386,0.2193,0.6579,8.7719,8.5526,456
5.4545,50.9091,16.3636,12.7273,0.0,0.0,1.8182,0.0,0.0,0.0,10.9091,1.8182,55
3.0303,3.4632,3.4632,25.5411,6.0606,0.0,9.9567,0.4329,0.0,0.0,32.0346,16.0173,231
0.0,0.7519,3.7594,42.8571,6.015,0.0,20.3008,2.2556,0.0,0.0,9.7744,14.2857,133
0.9615,1.9231,1.9231,33.6538,8.6538,0.0,17.3077,0.9615,4.8077,0.0,7.6923,22.1154,104
3.1863,0.2451,1.2255,43.1373,8.8235,0.7353,25.2451,1.2255,1.4706,0.0,7.3529,7.3529,408
3.2258,0.0,6.4516,22.5806,4.8387,0.0,59.6774,0.0,0.0,0.0,3.2258,0.0,62
0.0,2.6087,0.8696,35.6522,8.6957,0.0,19.1304,0.8696,1.7391,0.0,18.2609,12.1739,115
0.0,0.3484,21.6028,32.4042,11.8467,0.0,15.331,1.7422,1.3937,0.6969,6.2718,8.3624,287
6.4516,1.6129,1.6129,30.6452,6.4516,0.0,22.5806,0.0,0.0,0.0,20.9677,9.6774,62
0.8197,4.0984,9.8361,49.1803,5.7377,0.0,18.8525,1.6393,0.0,0.0,2.459,7.377,122
41.7722,0.0,3.7975,22.7848,2.5316,0.0,15.1899,1.2658,0.0,1.2658,0.0,11.3924,79
0.0,1.7857,1.7857,51.7857,0.0,0.0,32.1429,0.0,0.0,0.0,7.1429,5.3571,56
4.7904,2.2455,23.2036,17.8144,1.9461,0.0,12.5749,1.1976,0.4491,0.0,30.3892,5.3892,668
0.0,0.0,5.0,45.0,10.0,0.0,17.5,8.75,0.0,0.0,8.75,5.0,80
11.1111,0.0,14.0741,37.037,27.4074,0.0,1.4815,1.4815,0.7407,0.0,3.7037,2.963,135
3.7037,0.0,3.7037,37.037,7.4074,0.0,25.9259,0.0,0.0,0.0,5.5556,16.6667,54
1.7544,5.2632,12.2807,29.8246,12.2807,0.0,14.0351,1.7544,0.0,0.0,17.5439,5.2632,57
0.9901,0.0,1.9802,34.6535,6.9307,0.0,32.6733,0.9901,1.9802,0.0,13.8614,5.9406,101
0.0,0.0,5.6604,41.5094,3.7736,0.0,32.0755,1.8868,0.0,0.0,13.2075,1.8868,53
2.1898,0.0,17.5182,18.9781,12.4088,0.0,32.8467,0.0,0.0,0.0,11.6788,4.3796,137
8.2031,0.0,1.1719,33.5938,15.625,0.0,21.4844,0.7812,1.1719,0.0,12.5,5.4688,256
3.5294,0.0,2.3529,34.1176,3.5294,0.0,31.7647,0.0,0.0,0.0,21.1765,3.5294,85
1.444,0.722,9.3863,41.5162,7.5812,0.0,20.2166,2.8881,0.722,0.0,11.5523,3.9711,277
13.5417,2.0833,2.0833,19.7917,17.7083,0.0,7.2917,3.125,21.875,0.0,6.25,6.25,96
0.0,0.0,0.0,40.0,4.0,0.0,46.0,0.0,0.0,0.0,10.0,0.0,50
2.4096,1.2048,1.2048,59.0361,2.4096,0.0,14.4578,1.2048,2.4096,0.0,4.8193,10.8434,83
0.0,1.3793,7.5862,31.7241,22.7586,0.0,15.8621,0.6897,0.6897,0.0,15.8621,3.4483,145
0.0,1.9231,13.4615,51.9231,11.5385,0.0,9.6154,0.0,3.8462,0.0,0.0,7.6923,52
0.0,0.0,13.4615,19.2308,19.2308,0.0,15.3846,0.0,7.6923,0.0,13.4615,11.5385,52
0.0,0.0,1.4286,44.2857,0.0,0.0,22.8571,2.8571,8.5714,0.0,8.5714,11.4286,70
0.0,2.439,9.7561,28.4553,19.5122,0.0,13.8211,0.0,1.626,0.0,11.3821,13.0081,123
0.0,0.0,4.0,38.0,18.0,0.0,10.0,0.0,2.0,0.0,18.0,10.0,50
0.0,1.2658,35.443,20.6751,13.9241,0.4219,5.9072,0.4219,0.4219,0.0,11.8143,9.7046,237
2.3622,0.0,2.3622,44.0945,15.748,0.0,16.5354,2.3622,0.0,0.0,7.874,8.6614,127
1.5038,1.5038,6.7669,36.0902,20.3008,0.0,21.0526,1.5038,0.0,0.0,3.7594,7.5188,133
0.0,0.8403,38.8235,17.9832,9.0756,0.0,10.9244,1.3445,0.0,0.0,10.2521,10.7563,595
1.1299,0.0,2.2599,32.2034,28.8136,0.0,17.5141,2.2599,0.0,0.0,6.2147,9.6045,177
0.0,3.125,3.125,59.375,4.6875,0.0,14.0625,7.8125,1.5625,0.0,4.6875,1.5625,64
4.8077,0.0,7.6923,15.3846,11.5385,0.0,30.7692,0.9615,0.0,0.0,25.9615,2.8846,104
3.125,3.125,7.8125,21.875,9.375,0.0,21.875,1.5625,0.0,0.0,21.875,9.375,64
1.6949,1.6949,6.7797,27.1186,6.7797,0.0,42.3729,0.0,0.0,0.0,8.4746,5.0847,59
0.0,0.0,11.6883,33.7662,6.4935,0.0,27.2727,1.2987,0.0,0.0,3.8961,15.5844,77
1.1111,0.0,17.7778,30.0,14.4444,0.0,17.7778,0.0,0.0,0.0,13.3333,5.5556,90
3.5503,2.6627,23.9645,24.2604,5.9172,0.0,11.8343,1.1834,0.0,0.2959,16.8639,9.4675,338
7.619,0.0,1.9048,43.8095,3.8095,0.0,13.3333,0.9524,3.8095,0.0,20.0,4.7619,105
0.3968,0.7937,7.1429,39.6825,7.1429,0.0,25.3968,0.0,0.3968,0.0,8.7302,10.3175,252
1.7544,0.0,19.2982,19.2982,5.2632,0.0,29.8246,0.0,0.0,0.0,1.7544,22.807,57
0.0,0.0,3.7736,60.3774,1.8868,0.0,18.8679,1.8868,1.8868,0.0,5.6604,5.6604,53
